"hsapiens_homolog_ensembl_gene" "ensembl_gene_id.x" "external_gene_name.x" "hsapiens_homolog_associated_gene_name.x" "ensembl_gene_id.y" "external_gene_name.y" "hsapiens_homolog_associated_gene_name.y" "ensembl_gene_id" "external_gene_name" "hsapiens_homolog_associated_gene_name"
"24735" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24736" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24737" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24738" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24739" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24740" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24741" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24742" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24743" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24744" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24745" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24746" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24747" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24748" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24749" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24750" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24751" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24752" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24753" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24754" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24755" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24756" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012349" "IFNW1" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24757" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24758" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24759" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24760" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24761" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24762" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24763" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24764" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24765" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24766" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24767" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24768" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011618" "" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24769" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24770" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24771" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24772" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24773" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24774" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24775" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24776" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24777" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24778" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24779" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24780" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010011543" "" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24781" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24782" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24783" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24784" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24785" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24786" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24787" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24788" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24789" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24790" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24791" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24792" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012403" "IFNA3" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24793" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24794" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24795" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24796" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24797" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24798" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24799" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24800" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24801" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24802" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24803" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24804" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012411" "IFNA3" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24805" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24806" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24807" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24808" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24809" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24810" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24811" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24812" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24813" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24814" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24815" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24816" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24817" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24818" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24819" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24820" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24821" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24822" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24823" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24824" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24825" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24826" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24827" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24828" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010011627" "" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24829" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24830" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24831" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24832" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24833" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24834" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24835" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24836" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24837" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24838" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24839" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24840" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012363" "" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24841" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24842" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24843" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24844" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24845" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24846" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24847" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24848" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24849" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24850" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24851" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24852" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24853" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24854" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24855" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24856" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24857" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24858" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24859" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24860" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24861" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24862" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24863" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24864" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010012368" "" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24865" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24866" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24867" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24868" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24869" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24870" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24871" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24872" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
"24873" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000063583" "LOC120103160" "IFNA7"
"24874" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000069770" "LOC120103159" "IFNA7"
"24875" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000063625" "LOC120103161" "IFNA7"
"24876" "ENSG00000214042" "ENSDARG00000069012" "ifnphi2" "IFNA7" "ENSGALG00010012388" "IFNA3" "IFNA7" "ENSRNOG00000064351" "LOC120103158" "IFNA7"
"24877" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010014231" "" "IFNA7" "ENSRNOG00000066962" "RGD1560539" "IFNA7"
"24878" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010014231" "" "IFNA7" "ENSRNOG00000070321" "LOC120103164" "IFNA7"
"24879" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010014231" "" "IFNA7" "ENSRNOG00000065328" "LOC100911527" "IFNA7"
"24880" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010014231" "" "IFNA7" "ENSRNOG00000066857" "LOC120103163" "IFNA7"
"24881" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010014231" "" "IFNA7" "ENSRNOG00000065554" "" "IFNA7"
"24882" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010014231" "" "IFNA7" "ENSRNOG00000065583" "LOC120103162" "IFNA7"
"24883" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010014231" "" "IFNA7" "ENSRNOG00000068703" "Ifna1" "IFNA7"
"24884" "ENSG00000214042" "ENSDARG00000070676" "ifnphi3" "IFNA7" "ENSGALG00010014231" "" "IFNA7" "ENSRNOG00000063201" "Ifna4" "IFNA7"
